index,word,emoji1,emoji2,description
1554,season,🍂,📅,Fallen Leaf plus Calendar form a recognizable group, reinforcing the idea of 'season'
1555,seat,💺,💺,Seat and Seat evoke the core meaning or feeling behind 'seat'
1556,second,🥈,⏱,Second Place Medal and Stopwatch evoke the core meaning or feeling behind 'second'
1557,secret,🤫,🔒,Face with Finger plus Lock form a recognizable group, reinforcing the idea of 'secret'
1558,section,📑,✂,Bookmark Tabs plus Black Scissors form a recognizable group, reinforcing the idea of 'section'
1559,security,🛡,🔒,Shield plus Lock form a recognizable group, reinforcing the idea of 'security'
1560,seed,🌱,🌱,Seedling and Seedling evoke the core meaning or feeling behind 'seed'
1561,seek,👀,🔍,Eyes with Left-pointing Magnifying Glass together illustrate movement or relation, pointing to 'seek'
1562,segment,🧩,📐,Jigsaw Puzzle Piece and Triangular Ruler evoke the core meaning or feeling behind 'segment'
1563,select,✅,🖱,White Heavy Check plus Three Button Mouse form a recognizable group, reinforcing the idea of 'select'
1564,sell,🧾,📈,Receipt with Chart with Upwards together illustrate movement or relation, pointing to 'sell'
1565,seminar,🎤,🧑,Microphone and Adult hint at sound or naming cues associated with 'seminar'
1566,senior,🎓,👴,Graduation Cap and Older Man evoke the core meaning or feeling behind 'senior'
1567,sense,👃,🧠,Nose plus Brain form a recognizable group, reinforcing the idea of 'sense'
1568,sentence,✍,🔤,Writing Hand and Input Symbol For evoke the core meaning or feeling behind 'sentence'
1569,series,📺,🔁,Television with Clockwise Rightwards and together illustrate movement or relation, pointing to 'series'
1570,service,🛠,🤝,Hammer and Wrench plus Handshake form a recognizable group, reinforcing the idea of 'service'
1571,session,🕒,🪑,Clock Face Three plus Chair form a recognizable group, reinforcing the idea of 'session'
1572,settle,🪙,⚖,Coin and Scales evoke the core meaning or feeling behind 'settle'
1573,setup,⚙,🧰,Gear plus Toolbox form a recognizable group, reinforcing the idea of 'setup'
1574,seven,✋,✌,Raised Hand and Victory Hand evoke the core meaning or feeling behind 'seven'
1575,shadow,🌑,👤,New Moon Symbol and Bust in Silhouette evoke the core meaning or feeling behind 'shadow'
1576,shaft,⚙️,🔩,Gear plus Nut and Bolt form a recognizable group, reinforcing the idea of 'shaft'
1577,shallow,🌊,📏,Water Wave plus Straight Ruler form a recognizable group, reinforcing the idea of 'shallow'
1578,share,📈,🤝,Chart with Upwards with Handshake together illustrate movement or relation, pointing to 'share'
1579,shed,🛖,🪵,Hut and Wood evoke the core meaning or feeling behind 'shed'
1580,shell,🐚,🐚,Spiral Shell and Spiral Shell evoke the core meaning or feeling behind 'shell'
1581,sheriff,⭐,👮,White Medium Star and Police Officer evoke the core meaning or feeling behind 'sheriff'
1582,shield,🛡,🛡,Shield and Shield evoke the core meaning or feeling behind 'shield'
1583,shift,🔀,➡,Twisted Rightwards Arrows with Black Rightwards Arrow together illustrate movement or relation, pointing to 'shift'
1584,shine,✨,☀,Sparkles plus Black Sun with form a recognizable group, reinforcing the idea of 'shine'
1585,ship,🚢,📦,Ship and Package evoke the core meaning or feeling behind 'ship'
1586,shiver,❄,🥶,Snowflake plus Freezing Face form a recognizable group, reinforcing the idea of 'shiver'
1587,shock,⚡,😮,High Voltage Sign and Face with Open evoke the core meaning or feeling behind 'shock'
1588,shoe,👟,👟,Athletic Shoe and Athletic Shoe evoke the core meaning or feeling behind 'shoe'
1589,shoot,🎯,🏹,Direct Hit with Bow and Arrow together illustrate movement or relation, pointing to 'shoot'
1590,shop,🛍,🏬,Shopping Bags and Department Store evoke the core meaning or feeling behind 'shop'
1591,short,📏,⬇,Straight Ruler with Downwards Black Arrow together illustrate movement or relation, pointing to 'short'
1592,shoulder,💪,👕,Flexed Biceps and T-shirt evoke the core meaning or feeling behind 'shoulder'
1593,shove,🫸,➡,Symbol with Black Rightwards Arrow together illustrate movement or relation, pointing to 'shove'
1594,shrimp,🍤,🍤,Fried Shrimp and Fried Shrimp evoke the core meaning or feeling behind 'shrimp'
1595,shrug,🤷,😐,Shrug and Neutral Face evoke the core meaning or feeling behind 'shrug'
1596,shuffle,🔀,🎵,Twisted Rightwards Arrows and Musical Note hint at sound or naming cues associated with 'shuffle'
1597,shy,🙈,🌸,See-no-evil Monkey plus Cherry Blossom form a recognizable group, reinforcing the idea of 'shy'
1598,sibling,👧,👦,Girl and Boy evoke the core meaning or feeling behind 'sibling'
1599,sick,🤢,🤒,Nauseated Face and Face with Thermometer evoke the core meaning or feeling behind 'sick'
1600,side,↔,📐,Left Right Arrow with Triangular Ruler together illustrate movement or relation, pointing to 'side'
1601,siege,🛡,🏰,Shield and European Castle evoke the core meaning or feeling behind 'siege'
1602,sight,👁,🔭,Eye and Telescope evoke the core meaning or feeling behind 'sight'
1603,sign,✍,🪧,Writing Hand plus Placard form a recognizable group, reinforcing the idea of 'sign'
1604,silent,🤫,🔇,Face with Finger and Speaker with Cancellation hint at sound or naming cues associated with 'silent'
1605,silk,🥻,🧵,Sari and Spool of Thread evoke the core meaning or feeling behind 'silk'
1606,silly,🤪,🎈,Grinning Face with and Balloon evoke the core meaning or feeling behind 'silly'
1607,silver,🥈,💿,Second Place Medal and Optical Disc evoke the core meaning or feeling behind 'silver'
1608,similar,👯,🫆,Woman with Bunny and Symbol evoke the core meaning or feeling behind 'similar'
1609,simple,🍬,👶,Candy and Baby evoke the core meaning or feeling behind 'simple'
1610,since,⏳,➡,Hourglass with Flowing with Black Rightwards Arrow together illustrate movement or relation, pointing to 'since'
1611,sing,🎤,🎵,Microphone and Musical Note hint at sound or naming cues associated with 'sing'
1612,siren,🚨,📢,Police Cars Revolving and Public Address Loudspeaker hint at sound or naming cues associated with 'siren'
1613,sister,👧,💞,Girl and Revolving Hearts evoke the core meaning or feeling behind 'sister'
1614,situate,📍,💭,Round Pushpin and Thought Balloon evoke the core meaning or feeling behind 'situate'
1615,six,✋,☝,Raised Hand with White Up Pointing together illustrate movement or relation, pointing to 'six'
1616,size,📏,📐,Straight Ruler and Triangular Ruler evoke the core meaning or feeling behind 'size'
1617,skate,🛼,🧊,Roller Skate and Ice Cube evoke the core meaning or feeling behind 'skate'
1618,sketch,✏,📄,Pencil with Page Facing Up together illustrate movement or relation, pointing to 'sketch'
1619,ski,🎿,⛷,Ski and Ski and Skier evoke the core meaning or feeling behind 'ski'
1620,skill,🧠,🎯,Brain plus Direct Hit form a recognizable group, reinforcing the idea of 'skill'
1621,skin,🧴,🧍,Lotion Bottle and Standing Person evoke the core meaning or feeling behind 'skin'
1622,skirt,👗,👗,Dress and Dress evoke the core meaning or feeling behind 'skirt'
1623,skull,💀,💀,Skull and Skull evoke the core meaning or feeling behind 'skull'
1624,slab,🧱,⬛,Brick and Black Large Square evoke the core meaning or feeling behind 'slab'
1625,slam,🤜,🚪,Right-facing Fist with Door together illustrate movement or relation, pointing to 'slam'
1626,sleep,😴,🛏,Sleeping Face and Bed evoke the core meaning or feeling behind 'sleep'
1627,slender,👗,📏,Dress and Straight Ruler evoke the core meaning or feeling behind 'slender'
1628,slice,🔪,🍞,Hocho and Bread evoke the core meaning or feeling behind 'slice'
1629,slide,↘,🧊,South East Arrow with Ice Cube together illustrate movement or relation, pointing to 'slide'
1630,slight,📏,🪶,Straight Ruler and Feather evoke the core meaning or feeling behind 'slight'
1631,slim,🪶,📉,Feather with Chart with Downwards together illustrate movement or relation, pointing to 'slim'
1632,slogan,🪧,🔤,Placard plus Input Symbol For form a recognizable group, reinforcing the idea of 'slogan'
1633,slot,🎰,🎰,Slot Machine and Slot Machine evoke the core meaning or feeling behind 'slot'
1634,slow,🐢,⏳,Turtle and Hourglass with Flowing evoke the core meaning or feeling behind 'slow'
1635,slush,🧊,🫗,Ice Cube and Pouring Liquid evoke the core meaning or feeling behind 'slush'
1636,small,🐜,📏,Ant and Straight Ruler evoke the core meaning or feeling behind 'small'
1637,smart,🧠,💡,Brain plus Electric Light Bulb form a recognizable group, reinforcing the idea of 'smart'
1638,smile,🙂,🌞,Slightly Smiling Face plus Sun with Face form a recognizable group, reinforcing the idea of 'smile'
1639,smoke,🚬,💨,Smoking Symbol and Dash Symbol evoke the core meaning or feeling behind 'smoke'
1640,smooth,🧈,➡,Butter with Black Rightwards Arrow together illustrate movement or relation, pointing to 'smooth'
1641,snack,🍪,🥨,Cookie and Pretzel evoke the core meaning or feeling behind 'snack'
1642,snake,🐍,🐍,Snake and Snake evoke the core meaning or feeling behind 'snake'
1643,snap,🫰,⚡,Hand with Index and High Voltage Sign evoke the core meaning or feeling behind 'snap'
1644,sniff,👃,🐶,Nose plus Dog Face form a recognizable group, reinforcing the idea of 'sniff'
1645,snow,🌨️,🌨️,Cloud with Snow plus Cloud with Snow form a recognizable group, reinforcing the idea of 'snow'
1646,soap,🧼,🫧,Bar of Soap and Bubbles evoke the core meaning or feeling behind 'soap'
1647,soccer,⚽,🥅,Soccer Ball and Goal Net evoke the core meaning or feeling behind 'soccer'
1648,social,👥,💬,Busts in Silhouette and Speech Balloon evoke the core meaning or feeling behind 'social'
1649,sock,🧦,🧦,Socks and Socks evoke the core meaning or feeling behind 'sock'
1650,soda,🥤,🫧,Cup with Straw with Bubbles together illustrate movement or relation, pointing to 'soda'
1651,soft,🧸,🪶,Teddy Bear plus Feather form a recognizable group, reinforcing the idea of 'soft'
1652,solar,☀️,🔆,Black Sun with with High Brightness Symbol together illustrate movement or relation, pointing to 'solar'
1653,soldier,🪖,🪖,Military Helmet and Military Helmet evoke the core meaning or feeling behind 'soldier'
1654,solid,🧱,📦,Brick and Package evoke the core meaning or feeling behind 'solid'
1655,solution,🧪,💡,Test Tube and Electric Light Bulb evoke the core meaning or feeling behind 'solution'
1656,solve,🧩,💡,Jigsaw Puzzle Piece and Electric Light Bulb evoke the core meaning or feeling behind 'solve'
1657,someone,👤,❓,Bust in Silhouette and Black Question Mark evoke the core meaning or feeling behind 'someone'
1658,song,🎵,🎹,Musical Note and Musical Keyboard hint at sound or naming cues associated with 'song'
1659,soon,➡,⏳,Black Rightwards Arrow with Hourglass with Flowing together illustrate movement or relation, pointing to 'soon'
1660,sorry,🙏,😔,Person with Folded and Pensive Face evoke the core meaning or feeling behind 'sorry'
1661,sort,🗂,🔤,Card Index Dividers plus Input Symbol For form a recognizable group, reinforcing the idea of 'sort'
1662,soul,🕊,✨,Dove of Peace and Sparkles evoke the core meaning or feeling behind 'soul'
1663,sound,🔊,🎵,Speaker with Three and Musical Note hint at sound or naming cues associated with 'sound'
1664,soup,🍲,🥄,Pot of Food and Spoon evoke the core meaning or feeling behind 'soup'
1665,source,🔗,📚,Link Symbol plus Books form a recognizable group, reinforcing the idea of 'source'
1666,south,🧭,⬇,Compass with Downwards Black Arrow together illustrate movement or relation, pointing to 'south'
1667,space,🪐,🔭,Ringed Planet and Telescope evoke the core meaning or feeling behind 'space'
1668,spare,🆓,🧰,Squared Free plus Toolbox form a recognizable group, reinforcing the idea of 'spare'
1669,spatial,🗺,📐,World Map with Triangular Ruler together illustrate movement or relation, pointing to 'spatial'
1670,spawn,🐣,✨,Hatching Chick and Sparkles evoke the core meaning or feeling behind 'spawn'
1671,speak,🗣,💬,Speaking Head in and Speech Balloon evoke the core meaning or feeling behind 'speak'
1672,special,⭐,🎁,White Medium Star and Wrapped Present evoke the core meaning or feeling behind 'special'
1673,speed,🏎,💨,Racing Car and Dash Symbol evoke the core meaning or feeling behind 'speed'
1674,spell,✨,🔤,Sparkles and Input Symbol For evoke the core meaning or feeling behind 'spell'
1675,spend,💸,🕒,Money with Wings plus Clock Face Three form a recognizable group, reinforcing the idea of 'spend'
1676,sphere,⚪,🌍,Medium White Circle and Earth Globe Europe-africa evoke the core meaning or feeling behind 'sphere'
1677,spice,🌶,🧂,Hot Pepper and Salt Shaker evoke the core meaning or feeling behind 'spice'
1678,spider,🕷,🕸,Spider and Spider Web evoke the core meaning or feeling behind 'spider'
1679,spike,📈,📌,Chart with Upwards with Pushpin together illustrate movement or relation, pointing to 'spike'
1680,spin,🌀,↩,Cyclone with Leftwards Arrow with together illustrate movement or relation, pointing to 'spin'
1681,spirit,👻,✨,Ghost and Sparkles evoke the core meaning or feeling behind 'spirit'
1682,split,✂,↔,Black Scissors with Left Right Arrow together illustrate movement or relation, pointing to 'split'
1683,spoil,🗑,🍎,Wastebasket and Red Apple evoke the core meaning or feeling behind 'spoil'
1684,sponsor,🤝,💰,Handshake and Money Bag evoke the core meaning or feeling behind 'sponsor'
1685,spoon,🥄,🥄,Spoon and Spoon evoke the core meaning or feeling behind 'spoon'
1686,sport,🏟,🏈,Stadium and American Football evoke the core meaning or feeling behind 'sport'
1687,spot,📍,🔎,Round Pushpin with Right-pointing Magnifying Glass together illustrate movement or relation, pointing to 'spot'
1688,spray,💦,🧴,Splashing Sweat Symbol and Lotion Bottle evoke the core meaning or feeling behind 'spray'
1689,spread,➡,➡,Black Rightwards Arrow with Black Rightwards Arrow together illustrate movement or relation, pointing to 'spread'
1690,spring,🌸,🌱,Cherry Blossom and Seedling evoke the core meaning or feeling behind 'spring'
1691,spy,🕵,🔍,Sleuth Or Spy with Left-pointing Magnifying Glass together illustrate movement or relation, pointing to 'spy'
1692,square,⬜,📐,White Large Square and Triangular Ruler evoke the core meaning or feeling behind 'square'
1693,squeeze,✊,🍋,Raised Fist and Lemon evoke the core meaning or feeling behind 'squeeze'
1694,squirrel,🐿,🌰,Chipmunk and Chestnut evoke the core meaning or feeling behind 'squirrel'
1695,stable,🐎,🏚,Horse plus Derelict House Building form a recognizable group, reinforcing the idea of 'stable'
1696,stadium,🏟,🎫,Stadium and Ticket evoke the core meaning or feeling behind 'stadium'
1697,staff,💼,👥,Briefcase and Busts in Silhouette evoke the core meaning or feeling behind 'staff'
1698,stage,🎭,🎤,Performing Arts and Microphone hint at sound or naming cues associated with 'stage'
1699,stairs,🪜,↗,Ladder with North East Arrow together illustrate movement or relation, pointing to 'stairs'
1700,stamp,🖋,📮,Lower Left Fountain with Postbox together illustrate movement or relation, pointing to 'stamp'
1701,stand,🧍,⬆,Standing Person with Upwards Black Arrow together illustrate movement or relation, pointing to 'stand'
1702,start,▶,🚀,Black Right-pointing Triangle with Rocket together illustrate movement or relation, pointing to 'start'
1703,state,🏛,🦅,Classical Building and Eagle evoke the core meaning or feeling behind 'state'
1704,stay,🧍,📍,Standing Person and Round Pushpin evoke the core meaning or feeling behind 'stay'
1705,steak,🥩,🔥,Cut of Meat plus Fire form a recognizable group, reinforcing the idea of 'steak'
1706,steel,🗜,🔩,Compression and Nut and Bolt evoke the core meaning or feeling behind 'steel'
1707,stem,🌱,🔬,Seedling and Microscope evoke the core meaning or feeling behind 'stem'
1708,step,👣,➡,Footprints with Black Rightwards Arrow together illustrate movement or relation, pointing to 'step'
1709,stereo,🔊,🎚,Speaker with Three and Level Slider hint at sound or naming cues associated with 'stereo'
1710,stick,🪵,📌,Wood and Pushpin evoke the core meaning or feeling behind 'stick'
1711,still,🧘,⏸,Person in Lotus and Double Vertical Bar evoke the core meaning or feeling behind 'still'
1712,sting,🐝,💢,Honeybee and Anger Symbol evoke the core meaning or feeling behind 'sting'
1713,stock,📈,🏦,Chart with Upwards with Bank together illustrate movement or relation, pointing to 'stock'
1714,stomach,🤢,🤰,Nauseated Face and Pregnant Woman evoke the core meaning or feeling behind 'stomach'
1715,stone,🪨,🪨,Rock and Rock evoke the core meaning or feeling behind 'stone'
1716,stool,🪑,🪑,Chair and Chair evoke the core meaning or feeling behind 'stool'
1717,story,📖,✨,Open Book plus Sparkles form a recognizable group, reinforcing the idea of 'story'
1718,stove,🔥,🍳,Fire plus Cooking form a recognizable group, reinforcing the idea of 'stove'
1719,strategy,♟,🎯,Black Chess Pawn and Direct Hit evoke the core meaning or feeling behind 'strategy'
1720,street,🛣️,🏙️,Motorway and Cityscape evoke the core meaning or feeling behind 'street'
1721,strike,⚡,✊,High Voltage Sign and Raised Fist evoke the core meaning or feeling behind 'strike'
1722,strong,💪,🏋,Flexed Biceps and Weight Lifter evoke the core meaning or feeling behind 'strong'
1723,struggle,🥵,🧗,Overheated Face and Person Climbing evoke the core meaning or feeling behind 'struggle'
1724,student,🎓,📚,Graduation Cap plus Books form a recognizable group, reinforcing the idea of 'student'
1725,stuff,📦,📦,Package and Package evoke the core meaning or feeling behind 'stuff'
1726,stumble,🤦,🚧,Face Palm and Construction Sign evoke the core meaning or feeling behind 'stumble'
1727,style,👗,✨,Dress and Sparkles evoke the core meaning or feeling behind 'style'
1728,subject,📝,📙,Memo plus Orange Book form a recognizable group, reinforcing the idea of 'subject'
1729,submit,📤,✅,Outbox Tray and White Heavy Check evoke the core meaning or feeling behind 'submit'
1730,subway,🚇,🚇,Metro and Metro evoke the core meaning or feeling behind 'subway'
1731,success,🏆,🙌,Trophy and Person Raising Both evoke the core meaning or feeling behind 'success'
1732,such,👉,📝,White Right Pointing with Memo together illustrate movement or relation, pointing to 'such'
1733,sudden,⚡,⏱,High Voltage Sign and Stopwatch evoke the core meaning or feeling behind 'sudden'
1734,suffer,😣,💢,Persevering Face and Anger Symbol evoke the core meaning or feeling behind 'suffer'
1735,sugar,🍬,🍭,Candy and Lollipop evoke the core meaning or feeling behind 'sugar'
1736,suggest,💡,📤,Electric Light Bulb and Outbox Tray evoke the core meaning or feeling behind 'suggest'
1737,suit,👔,👔,Necktie and Necktie evoke the core meaning or feeling behind 'suit'
1738,summer,☀️,🏖,Black Sun with plus Beach with Umbrella form a recognizable group, reinforcing the idea of 'summer'
1739,sun,☀️,☀️,Black Sun with plus Black Sun with form a recognizable group, reinforcing the idea of 'sun'
1740,sunny,☀️,😎,Black Sun with plus Smiling Face with form a recognizable group, reinforcing the idea of 'sunny'
1741,sunset,🌇,🌇,Sunset Over Buildings plus Sunset Over Buildings form a recognizable group, reinforcing the idea of 'sunset'
1742,super,🦸,⭐,Superhero with White Medium Star together illustrate movement or relation, pointing to 'super'
1743,supply,🫴,📦,Palm Up Hand with Package together illustrate movement or relation, pointing to 'supply'
1744,supreme,👑,📜,Crown and Scroll evoke the core meaning or feeling behind 'supreme'
1745,sure,✅,👍,White Heavy Check with Thumbs Up Sign together illustrate movement or relation, pointing to 'sure'
1746,surface,🏄,🧼,Surfer and Bar of Soap evoke the core meaning or feeling behind 'surface'
1747,surge,📈,⚡,Chart with Upwards with High Voltage Sign together illustrate movement or relation, pointing to 'surge'
1748,surprise,🎁,😮,Wrapped Present and Face with Open evoke the core meaning or feeling behind 'surprise'
1749,surround,🔄,🏠,Anticlockwise Downwards and with House Building together illustrate movement or relation, pointing to 'surround'
1750,survey,📋,📊,Clipboard and Bar Chart evoke the core meaning or feeling behind 'survey'
1751,suspect,🕵,🫆,Sleuth Or Spy and Symbol evoke the core meaning or feeling behind 'suspect'
1752,sustain,🌱,♻,Seedling and Black Universal Recycling evoke the core meaning or feeling behind 'sustain'
1753,swallow,🧃,😋,Beverage Box and Face Savouring Delicious evoke the core meaning or feeling behind 'swallow'
1754,swamp,🐊,🌿,Crocodile and Herb evoke the core meaning or feeling behind 'swamp'
1755,swap,🔁,🔄,Clockwise Rightwards and with Anticlockwise Downwards and together illustrate movement or relation, pointing to 'swap'
1756,swarm,🐝,🐝,Honeybee and Honeybee evoke the core meaning or feeling behind 'swarm'
1757,swear,🤞,🤬,Hand with Index and Serious Face with evoke the core meaning or feeling behind 'swear'
1758,sweet,🍰,😊,Shortcake and Smiling Face with evoke the core meaning or feeling behind 'sweet'
1759,swift,🐦,💨,Bird plus Dash Symbol form a recognizable group, reinforcing the idea of 'swift'
1760,swim,🏊,🌊,Swimmer plus Water Wave form a recognizable group, reinforcing the idea of 'swim'
1761,swing,🪀,↔,Yo-yo with Left Right Arrow together illustrate movement or relation, pointing to 'swing'
1762,switch,🔀,↔,Twisted Rightwards Arrows with Left Right Arrow together illustrate movement or relation, pointing to 'switch'
1763,sword,⚔,⚔,Crossed Swords with Crossed Swords together illustrate movement or relation, pointing to 'sword'
1764,symbol,🔣,🔤,Input Symbol For and Input Symbol For evoke the core meaning or feeling behind 'symbol'
1765,symptom,🤒,📋,Face with Thermometer and Clipboard evoke the core meaning or feeling behind 'symptom'
1766,syrup,🍯,🫙,Honey Pot and Jar evoke the core meaning or feeling behind 'syrup'
1767,system,🖥,⚙,Desktop Computer plus Gear form a recognizable group, reinforcing the idea of 'system'
1768,table,🪑,🍽,Chair and Fork and Knife evoke the core meaning or feeling behind 'table'
1769,tackle,🏈,🤼,American Football and Wrestlers evoke the core meaning or feeling behind 'tackle'
1770,tag,🏷,🏷,Label and Label evoke the core meaning or feeling behind 'tag'
1771,tail,🐕,➡,Dog with Black Rightwards Arrow together illustrate movement or relation, pointing to 'tail'
1772,talent,🎭,⭐,Performing Arts and White Medium Star evoke the core meaning or feeling behind 'talent'
1773,talk,🗣,💬,Speaking Head in and Speech Balloon evoke the core meaning or feeling behind 'talk'
1774,tank,🛢,🪖,Oil Drum and Military Helmet evoke the core meaning or feeling behind 'tank'
1775,tape,📼,📼,Videocassette and Videocassette evoke the core meaning or feeling behind 'tape'
1776,target,🎯,🎯,Direct Hit and Direct Hit evoke the core meaning or feeling behind 'target'
1777,task,📋,✅,Clipboard and White Heavy Check evoke the core meaning or feeling behind 'task'
1778,taste,👅,🍴,Tongue and Fork and Knife evoke the core meaning or feeling behind 'taste'
1779,tattoo,🖋,🖤,Lower Left Fountain with Black Heart together illustrate movement or relation, pointing to 'tattoo'
1780,taxi,🚕,🚕,Taxi and Taxi evoke the core meaning or feeling behind 'taxi'
1781,teach,👩,📚,Woman plus Books form a recognizable group, reinforcing the idea of 'teach'
1782,team,👥,⚽,Busts in Silhouette and Soccer Ball evoke the core meaning or feeling behind 'team'
1783,tell,🗣,➡,Speaking Head in with Black Rightwards Arrow together illustrate movement or relation, pointing to 'tell'
1784,ten,✋,✋,Raised Hand and Raised Hand evoke the core meaning or feeling behind 'ten'
1785,tenant,🏠,🔑,House Building plus Key form a recognizable group, reinforcing the idea of 'tenant'
1786,tennis,🎾,🎾,Tennis Racquet and and Tennis Racquet and evoke the core meaning or feeling behind 'tennis'
1787,tent,⛺,⛺,Tent and Tent evoke the core meaning or feeling behind 'tent'
1788,term,📖,🗓,Open Book plus Spiral Calendar Pad form a recognizable group, reinforcing the idea of 'term'
1789,test,🧪,✅,Test Tube and White Heavy Check evoke the core meaning or feeling behind 'test'
1790,text,📝,📱,Memo and Mobile Phone evoke the core meaning or feeling behind 'text'
1791,thank,🙏,😊,Person with Folded and Smiling Face with evoke the core meaning or feeling behind 'thank'
1792,that,👉,📌,White Right Pointing with Pushpin together illustrate movement or relation, pointing to 'that'
1793,theme,🎨,📚,Artist Palette plus Books form a recognizable group, reinforcing the idea of 'theme'
1794,then,⏭,⏳,Black Right-pointing Double with Hourglass with Flowing together illustrate movement or relation, pointing to 'then'
1795,theory,📚,🧠,Books plus Brain form a recognizable group, reinforcing the idea of 'theory'
1796,there,📍,➡,Round Pushpin with Black Rightwards Arrow together illustrate movement or relation, pointing to 'there'
1797,they,👉,👥,White Right Pointing with Busts in Silhouette together illustrate movement or relation, pointing to 'they'
1798,thing,📦,❓,Package and Black Question Mark evoke the core meaning or feeling behind 'thing'
1799,this,👉,📍,White Right Pointing with Round Pushpin together illustrate movement or relation, pointing to 'this'
1800,thought,💭,💭,Thought Balloon and Thought Balloon evoke the core meaning or feeling behind 'thought'
1801,three,🕒,🧮,Clock Face Three plus Abacus form a recognizable group, reinforcing the idea of 'three'
1802,thrive,🌱,💪,Seedling and Flexed Biceps evoke the core meaning or feeling behind 'thrive'
1803,throw,🤾,⚾,Handball and Baseball evoke the core meaning or feeling behind 'throw'
1804,thumb,👍,👍,Thumbs Up Sign with Thumbs Up Sign together illustrate movement or relation, pointing to 'thumb'
1805,thunder,🌩,⚡,Cloud with Lightning plus High Voltage Sign form a recognizable group, reinforcing the idea of 'thunder'
1806,ticket,🎟,🎟,Admission Tickets and Admission Tickets evoke the core meaning or feeling behind 'ticket'
1807,tide,🏝️,🌊,Desert Island plus Water Wave form a recognizable group, reinforcing the idea of 'tide'
1808,tiger,🐅,🐅,Tiger plus Tiger form a recognizable group, reinforcing the idea of 'tiger'
1809,tilt,↗,↘,North East Arrow with South East Arrow together illustrate movement or relation, pointing to 'tilt'
1810,timber,🪵,🌲,Wood plus Evergreen Tree form a recognizable group, reinforcing the idea of 'timber'
1811,time,⌚️,📅,Watch and Calendar evoke the core meaning or feeling behind 'time'
1812,tiny,🐜,⚛,Ant and Atom Symbol evoke the core meaning or feeling behind 'tiny'
1813,tip,💡,💰,Electric Light Bulb and Money Bag evoke the core meaning or feeling behind 'tip'
1814,tired,🥱,💤,Yawning Face and Sleeping Symbol evoke the core meaning or feeling behind 'tired'
1815,tissue,🧻,🧻,Roll of Paper and Roll of Paper evoke the core meaning or feeling behind 'tissue'
1816,title,📖,🏆,Open Book plus Trophy form a recognizable group, reinforcing the idea of 'title'
1817,toast,🍞,🥂,Bread and Clinking Glasses evoke the core meaning or feeling behind 'toast'
1818,tobacco,🚬,🌿,Smoking Symbol and Herb evoke the core meaning or feeling behind 'tobacco'
1819,today,📅,📍,Calendar and Round Pushpin evoke the core meaning or feeling behind 'today'
1820,toddler,👶,🚶,Baby and Pedestrian evoke the core meaning or feeling behind 'toddler'
1821,toe,🦶,🦶,Foot and Foot evoke the core meaning or feeling behind 'toe'
1822,together,🤝,❤,Handshake and Heavy Black Heart evoke the core meaning or feeling behind 'together'
1823,toilet,🚽,🚽,Toilet and Toilet evoke the core meaning or feeling behind 'toilet'
1824,token,🎟,💱,Admission Tickets and Currency Exchange evoke the core meaning or feeling behind 'token'
1825,tomato,🍅,🍅,Tomato and Tomato evoke the core meaning or feeling behind 'tomato'
1826,tomorrow,📅,🌅,Calendar plus Sunrise form a recognizable group, reinforcing the idea of 'tomorrow'
1827,tone,🎵,🎚,Musical Note and Level Slider hint at sound or naming cues associated with 'tone'
1828,tongue,👅,👅,Tongue and Tongue evoke the core meaning or feeling behind 'tongue'
1829,tonight,🌃,🌙,Night with Stars and Crescent Moon evoke the core meaning or feeling behind 'tonight'
1830,tool,🛠,🧰,Hammer and Wrench plus Toolbox form a recognizable group, reinforcing the idea of 'tool'
1831,tooth,🦷,🦷,Tooth and Tooth evoke the core meaning or feeling behind 'tooth'
1832,top,🔝,🔝,Top with Upwards with Top with Upwards together illustrate movement or relation, pointing to 'top'
1833,topic,🗂,💬,Card Index Dividers plus Speech Balloon form a recognizable group, reinforcing the idea of 'topic'
1834,topple,🌪️,🏚️,Cloud with Tornado plus Derelict House Building form a recognizable group, reinforcing the idea of 'topple'
1835,torch,🔦,🔥,Electric Torch plus Fire form a recognizable group, reinforcing the idea of 'torch'
1836,tornado,🌪,🌪,Cloud with Tornado plus Cloud with Tornado form a recognizable group, reinforcing the idea of 'tornado'
1837,tortoise,🐢,🐢,Turtle and Turtle evoke the core meaning or feeling behind 'tortoise'
1838,toss,🗞️,🗑️,Rolled-up Newspaper with Wastebasket together illustrate movement or relation, pointing to 'toss'
1839,total,🧮,🟰,Abacus and Heavy Equals Sign evoke the core meaning or feeling behind 'total'
1840,tourist,🎒,📸,School Satchel and Camera with Flash evoke the core meaning or feeling behind 'tourist'
1841,toward,➡️,⏱️,Black Rightwards Arrow with Stopwatch together illustrate movement or relation, pointing to 'toward'
1842,tower,🗼,🏙,Tokyo Tower and Cityscape evoke the core meaning or feeling behind 'tower'
1843,town,🏘,🏘,House Buildings and House Buildings evoke the core meaning or feeling behind 'town'
1844,toy,🧸,🧸,Teddy Bear plus Teddy Bear form a recognizable group, reinforcing the idea of 'toy'
1845,track,🛤,🛤,Railway Track and Railway Track evoke the core meaning or feeling behind 'track'
1846,trade,🔄,💱,Anticlockwise Downwards and with Currency Exchange together illustrate movement or relation, pointing to 'trade'
1847,traffic,🚦,🚗,Vertical Traffic Light and Automobile evoke the core meaning or feeling behind 'traffic'
